Title,channel name,channel link,views,Video length,Link
मंगल भवन अमंगलहारी | रामायण चौपाई | Mangal Bhawan Amangalhari | Ramyan Chaupai Song | Loard Rama,Mantra Aarti Sonotek,https://www.youtube.com/channel/UCGNKwcZiMfvDuc2_sqsTUOA,9.6M views,50:27,https://www.youtube.com/watch?v=nJEdCTGTDwU
रामायण कथा - कुम्भकर्ण को युद्ध के लिए जगाना | कुम्भकर्ण रावण संवाद । कुम्भकर्ण वध,Tilak,https://www.youtube.com/c/Tilak,87M views,1:07:37,https://www.youtube.com/watch?v=NqPb_ih5ecM
Going To Public Places With Shahrukh Khan - Prank | आज तो पूरा शहर पागल हो गया 😱,The Experiment TV,https://www.youtube.com/c/TheExperimentTv,13M views,18:08,https://www.youtube.com/watch?v=9UfYAQKlMeM
Surah Rahman With Urdu Translation full | Qari Al Sheikh Abdul Basit Abdul Samad,geo islam,https://www.youtube.com/c/Geoislam,78M views,23:01,https://www.youtube.com/watch?v=2-dndZVOPEM
महामृत्युंजय मंत्र | Mahamrityunjay Mantra 108 Times | Mahamrityunjaya Mantra Lyrics | Shiv Mantra,Bhajan India,https://www.youtube.com/c/bhajanindia,6.7M views,57:05,https://www.youtube.com/watch?v=-vgL2HfIHgk
OPPO Exposed🔥🔥🔥,Technical Guruji,https://www.youtube.com/c/TechnicalGuruji,1.5M views,9:09,https://www.youtube.com/watch?v=bJUc_VQXjj0
Can you really afford a house in Bengaluru?,Wint Wealth,https://www.youtube.com/c/WintWealth01,227K views,8:25,https://www.youtube.com/watch?v=5dOqX5s29Xo
"Ab Tere Dil Mein Hum Aa Gaye | ❤️Love Song❤️ | Aarzoo 1999 | Alka Yagnik, Kumar Sanu",Cover Tazzy,https://www.youtube.com/channel/UCGHnDJD4Kl84MT2WP8oHYOg,880K views,7:26,https://www.youtube.com/watch?v=ICZmeReTtoY
Can one woman destroy Britain? | Truth about UK's failing economy | Abhi and Niyu,Abhi and Niyu,https://www.youtube.com/c/AbhiandNiyu,2M views,9:34,https://www.youtube.com/watch?v=A4w8qrug6X4
"जब वसूली भाई को पिनाई टोपी | Golmaal Fun Unlimited  | Ajay Devgan,  Arshad Warsi, Sharman Joshi",Ajay और Akshay,https://www.youtube.com/channel/UCAD7VrDkU7PHC9ps85O2M4w,4.6M views,29:34,https://www.youtube.com/watch?v=wtm08O8MBx0
Sharwanand And Jaya Prakash Reddy Movie Comedy Scene | Telugu Movies | Kiraak Videos,Kiraak Videos,https://www.youtube.com/c/KiraakVideos,8.1M views,13:39,https://www.youtube.com/watch?v=NCazE52xwtk
सम्पूर्ण हनुमान चालीसा। बजरंग बाण। संकटमोचन हनुमान अष्टक। श्री राम स्तुति। भय प्रगट कृपाला। आरती।,Bhakti ke Bhajan,https://www.youtube.com/channel/UCUhoGaKWtM7dSgmV_oCwJSg,26M views,33:46,https://www.youtube.com/watch?v=KyATFBlAM9Y
@UPSC Wallah THE HISTORICAL LAUNCH 👊 अब IAS बनाएंगे सिर्फ ₹XXXX मे !! 🙏,Physics Wallah - Alakh Pandey,https://www.youtube.com/c/PhysicsWallah,1.9M views,1:00:03,https://www.youtube.com/watch?v=buJDxRzrwoU
Surah Al Baqarah - Al Hadr Recitation (Shaikh Mishary Al Afasy),MuslimMom,https://www.youtube.com/channel/UCc3rhnTCEvJWksYm1x1VEEw,2.4M views,1:19:53,https://www.youtube.com/watch?v=PcBJ52n8tRA
Maate Mantramu Video Song | Taggedele Songs | Naveen Chandra | S. P. Balasubrahmanyam |  Ilaiyaraaja,Aditya Music,https://www.youtube.com/c/adityamusic,488K views,5:00,https://www.youtube.com/watch?v=N5r-PvRBUK4
Director Anudeep KV Funny Words to Media about Prince Movie Success | Sivakarthikeyan | FC,Friday Culture,https://www.youtube.com/c/FridayCulture,427K views,6:26,https://www.youtube.com/watch?v=EEVGEo9M7-4
Indian History: भारत के इतिहास के किस राज से उठ रहा है पर्दा (BBC Hindi),BBC News Hindi,https://www.youtube.com/c/BBCHindi,779K views,7:50,https://www.youtube.com/watch?v=pplHnfQOurI
Episode 135 - Taarak Mehta Ka Ooltah Chashmah | TMKOC Comedy | तारक मेहता का उल्टा चश्मा,Taarak Mehta Ka Ooltah Chashmah,https://www.youtube.com/c/TaarakMehtaKaOoltahChashmah,8.1M views,19:34,https://www.youtube.com/watch?v=c_Nedcq3Aw0
"आप तो हमेसा पैसा मांगते रहते हैं | Phir Hera Pheri | Akshay Kumar, Sunil Shetty, Paresh Rawal",Ajay और Akshay,https://www.youtube.com/channel/UCAD7VrDkU7PHC9ps85O2M4w,3.6M views,40:33,https://www.youtube.com/watch?v=Ug0rw-I5cdA
LIVE: श्री गणेश मंत्र | ॐ गं गणपतये नमो नमः | गणेश वंदना | Shri Ganesh Mantra Jaap | Aashirwad,AASHIRWAD,https://www.youtube.com/channel/UCcfZt3NXjrlxIkedDELxoGg,54 watching,,https://www.youtube.com/watch?v=U9Z1cuUJsyk
Nitnem | ਨਿਤਨੇਮ | जपुजी साहिब | Japji Sahib | जाप साहिब | Jaap Sahib & Savayie - Bhai Gurbaj Singh,Punjabi Lok Devotional,https://www.youtube.com/channel/UCDJQJ9ZE5fknDi0ygjB3lnQ,11M views,54:55,https://www.youtube.com/watch?v=JDYWdeGqn5s
Motu Patlu | मोटू पतलू S1 | John's Mask | Episode 135 Part 2 | Download Voot Kids App,Voot Kids,https://www.youtube.com/c/vootkids,227K views,11:37,https://www.youtube.com/watch?v=49bHjwYdo14
"Jugni Jugni | ❤️Wedding Songs❤️ | Badal, 2000 | Anuradha Paudwal, Jaspinder Narula | Bobby Deol",Cover Tazzy,https://www.youtube.com/channel/UCGHnDJD4Kl84MT2WP8oHYOg,7.6K views,8:09,https://www.youtube.com/watch?v=80sC3fmgCw0
VIRAT KOHLI CHEATING IN INDIA VS PAKISTAN?,Thugesh,https://www.youtube.com/c/Thugesh,1.7M views,12:40,https://www.youtube.com/watch?v=vEkzYzXmndI
"Gurupurnima - Lyrical | Dharmaveer | Prasad Oak, Kshitish Date | Pravin Tarde | Manish R | Avinash V",Zee Music Marathi,https://www.youtube.com/c/zeemusicmarathi,6.3M views,7:18,https://www.youtube.com/watch?v=vAdROCh3HRE
Main Tota Hare Rang Ka | Hindi Rhymes | मैं तोता मैं तोता | Hindi Rhymes For Kids | Baby Songs Hindi,Kids Channel India - Hindi Rhymes and Baby Songs,https://www.youtube.com/c/KidsChannelIndiaHindiRhymesandBabySongs,933M views,25:42,https://www.youtube.com/watch?v=vTCZrgb2PWc
"Cash Latest Promo - 29th October 2022  - Santosh Sobhan, Faria Abdullah, Sudarshan, Brahmaji",mallemalatv,https://www.youtube.com/c/mallemalatv,1.1M views,3:27,https://www.youtube.com/watch?v=NMbKz9SJ0mQ
ਜਪੁਜੀ ਸਾਹਿਬ | जपुजी साहिब | Japji Sahib | ਨਿਤਨੇਮ | Nitnem | Bhai Gurbaj Singh Ji |,Punjabi Lok Devotional,https://www.youtube.com/channel/UCDJQJ9ZE5fknDi0ygjB3lnQ,34M views,22:50,https://www.youtube.com/watch?v=4PEORBA2KdU
"Tere Ishq Mein Nachenge 💔 Sad Song 💔 HD, Raja Hindustani (1996) Aamir Khan, Karishma Kapoor",King Kumar,https://www.youtube.com/channel/UCseFllVsEGBshl2W_8ZapiQ,276K views,8:09,https://www.youtube.com/watch?v=5WVMPKFw660
LIVE : श्री हनुमान चालीसा | Hanuman Chalisa | जय हनुमान ज्ञान गुण सागर | Jai Hanuman Gyan Gun Sagar,Spiritual Activity,https://www.youtube.com/c/spirtualactivity,1.7M views,11:54:56,https://www.youtube.com/watch?v=U6mYmIvDzxQ
Vishnu Sahasranamam - M S Subbulakshmi jr,Tvnxt Devotional,https://www.youtube.com/c/TvnxtDevotional,15M views,30:37,https://www.youtube.com/watch?v=-p2ProRqN6g
"Jai Shree Ram | Ram Setu Anthem | Akshay Kumar, Jacqueline F, Nushrratt B | Vikram M, Shekhar A",Zee Music Company,https://www.youtube.com/user/zeemusiccompany,22M views,3:21,https://www.youtube.com/watch?v=u6xkrtxYzoU
How I MADE MONEY from EXCEL and YOU CAN TOO! | Career Tips 2022 | Ankur Warikoo Hindi,warikoo,https://www.youtube.com/c/warikoo,160K views,20:16,https://www.youtube.com/watch?v=HJoHMSgcYm4
Hafiz Tahir Qadri - Surah e Yaseen - Tilawat,Heera Gold,https://www.youtube.com/c/HeeraGoldOfficial,19M views,15:33,https://www.youtube.com/watch?v=zSQb_-jcDDc
"Piya Lagi Lagan Bas Tere Naam Ki | ❤️Love Song❤️ | Daag 1999 | Anuradha Paudwal, Jaspinder Narula",Cover Tazzy,https://www.youtube.com/channel/UCGHnDJD4Kl84MT2WP8oHYOg,988K views,8:03,https://www.youtube.com/watch?v=n6ADAaQBoMc
Payee Fufata - Lyrical Song | lagan लगन | Ajay Gogavle - Vijay Gavande | Guru Thakur | Arjun Gujar,Gujar Brothers Entertainment official,https://www.youtube.com/c/GujarBrothersEntertainmentofficial,7.5M views,4:10,https://www.youtube.com/watch?v=2iYYQCntTV4
Rishi Sunak Live: Rishi Sunak Reveals His Plan For UK Economy | Liz Truss Resigns | UK News LIVE,India Today,https://www.youtube.com/c/indiatoday,540K views,11:46:37,https://www.youtube.com/watch?v=v0lPJGxZsEk
"Pardesiya Itna Bata Sajna | ❤️Love Song❤️ | Daag: The Fire 1999 | Anuradha Paudwal, Udit Narayan",Cover Tazzy,https://www.youtube.com/channel/UCGHnDJD4Kl84MT2WP8oHYOg,637K views,8:19,https://www.youtube.com/watch?v=ouqNeEiJkcA
मुँह से सुपारी थूक के बात कर रे बाबा | Movie Phir Hera Pheri | Comedy Scenes | Movie In Parts -02,Shemaroo Comedy,https://www.youtube.com/c/shemaroobollywoodcomedy,8.2M views,35:47,https://www.youtube.com/watch?v=UoDPDTML9xI
"Hawaon Ne Ye Kaha | ❤️Sad Song❤️ | Aap Mujhe Achche Lagne Lage, 2002 | Udit Narayan, Hrithik Roshan",Cover Tazzy,https://www.youtube.com/channel/UCGHnDJD4Kl84MT2WP8oHYOg,800K views,9:33,https://www.youtube.com/watch?v=yJczYdiGYJM
A memorable Diwali with the Armed Forces in Kargil!,Narendra Modi,https://www.youtube.com/c/NarendraModi,552K views,4:25,https://www.youtube.com/watch?v=6OewSK7uL2c
WHO IS INDIAS NUMBER 1 PROFESSOR?,Tanmay Bhat,https://www.youtube.com/c/TanmayBhatYouTube,2.1M views,13:43,https://www.youtube.com/watch?v=yw9uWfalumw
Got 1.8LPA at TCS | How did he crack Microsoft with 50LPA,Fraz,https://www.youtube.com/c/FrazMohammad,94K views,38:24,https://www.youtube.com/watch?v=TGaXmRxGvPs
"Ellame Baba - Shirdi Sai Baba Songs | Sai Saranam Baba Saranam | Ramu, Prabhakar | Vijay Musicals",Vijay Musical,https://www.youtube.com/c/vijaymusicalsprituval,4.8M views,1:17:01,https://www.youtube.com/watch?v=fKkvtmh6juQ
ਅੱਜ ਘਰ ਦੁਕਾਨ ਦਫਤਰ ਵਿਚ ਇਹ ਪਾਠ ਲਗਾ ਕੇ ਰੱਖ ਦਵੋ ਭਾਗ ਖੁੱਲ੍ਹ ਜਾਣਗੇ | Guru Nanak Bani,Guru Nanak Bani,https://www.youtube.com/c/GuruNanakBani,115K views,11:54:58,https://www.youtube.com/watch?v=bN8T6QaN2_U
"""Check"" Latest  Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, PriyaVarrier",Aditya Movies,https://www.youtube.com/c/adityamovies,168M views,2:10:37,https://www.youtube.com/watch?v=NpJ6lnbgi_s
Thalapathy Vijay's MASTER (2022) New Released Full Hindi Dubbed Movie | Vijay Sethupathi | New Movie,Grand Master Movies,https://www.youtube.com/channel/UCWYAEjF3QtT8A_u53t_5a9g,33M views,2:49:20,https://www.youtube.com/watch?v=JrzK_jJsXho
"Akshay Aur Rajpal BEST COMEDY SCENE | Phir Hera Pheri  | Akshay Kumar, Rajpal Yadav",Ajay और Akshay,https://www.youtube.com/channel/UCAD7VrDkU7PHC9ps85O2M4w,3.7M views,35:47,https://www.youtube.com/watch?v=VR0NLSFiX78
The Girl Behind Many VOICES – LIVE OFFICIAL DUBBING ft. Sonal Kaushal,TALENT TADKA,https://www.youtube.com/c/TALENTTADKA,30M views,6:35,https://www.youtube.com/watch?v=fHFieQ-kjF4
।। प्रातःकाल के पांच मंत्र।। ।।दिन की शुरुआत इन पांच मंत्र से करे।।Slokas to start  your day with।।,Eternal Dharma-सनातन धर्म -हिन्दू संस्कृति,https://www.youtube.com/c/india2005usa11,4.4M views,6:53,https://www.youtube.com/watch?v=rtUNnIWdM-Y
Dark Reality Of VLOGS | How Your Life Is In Danger? | Kranthi Vlogger,Kranthi Vlogger,https://www.youtube.com/c/KranthiVlogger,408K views,12:07,https://www.youtube.com/watch?v=gzmGcJ-VwNA
Rishi Sunak govt reaches out to India; Jaishankar gets a phone call from UK foreign minister,Hindustan Times,https://www.youtube.com/c/htdotcom,422K views,3:46,https://www.youtube.com/watch?v=TU7pmNLUKG8
"UPSC, Banker & Superhero | Crowd Work |  Stand Up Comedy | Ft  @Anubhav Singh Bassi",be_a_bassi,https://www.youtube.com/channel/UC2S0KiGusFDXWcxwEorulsA,2.3M views,7:08,https://www.youtube.com/watch?v=caoK6lM7ckE
महाँकाल दरबार - महाशिवरात्रि 2022 || Bittu maharaj ||official video|| mahakal darbar || shiv bhajan,Bittu maharaj official,https://www.youtube.com/c/Bittumaharajofficial,463K views,9:07,https://www.youtube.com/watch?v=-DscxpLRzJU
सालो इस कार को जल्दी पकड़ो || राजपाल यादव और टार्ज़न कार का कॉमेडी सीन #rajpalyadav,Comedy Captain,https://www.youtube.com/c/ComedyHindimovies,11M views,19:02,https://www.youtube.com/watch?v=j9FK4LdzCBU
I cleared UPSC CSE Prelims 2022 with *EASE*,Anonymous Upsc Aspirant,https://www.youtube.com/channel/UC5aE5_undvBtBN5y_BscU0Q,246K views,43:12,https://www.youtube.com/watch?v=QTR6k02ve6M
Closure - A Film about Consent by Tinder | Ft. Kavya Trehan and Mrinal Dutt,Tinder India,https://www.youtube.com/c/TinderIndia,1.3M views,7:58,https://www.youtube.com/watch?v=6b-K9OzVo-c
पवनसुत विनती बारम्बार | Kumar Vishu | Hanuamn Vandana | Hindi Bhajan 2021 | Bhakti Song,Live Khatu Shyam Sonotek,https://www.youtube.com/channel/UCha-5vjckoBlL8gqJdW3frA,1.9M views,29:53,https://www.youtube.com/watch?v=5qc5lpj3JY8
"Har Dil Jo Pyar Karega | ❤️Love Song❤️ | Udit Narayan, Alka Yagnik | Salman Khan, Rani Mukherjee",Cover Tazzy,https://www.youtube.com/channel/UCGHnDJD4Kl84MT2WP8oHYOg,811K views,6:56,https://www.youtube.com/watch?v=KbUjxgfwcEc
Meet Dr. Vikas Divyakirti | Episode 50,Sandeep Maheshwari,https://www.youtube.com/c/SandeepSeminars,6.5M views,26:28,https://www.youtube.com/watch?v=i0ZHTiDTS30
Chandra Official Song | Chandramukhi | Marathi Song 2022 | Ajay - Atul feat. Shreya Ghoshal | Amruta,Everest Marathi,https://www.youtube.com/c/EverestMarathi,117M views,5:42,https://www.youtube.com/watch?v=r6tU3GvJ5so
SURPRISED @Sandeep Maheshwari Mind Reading | Suhani Shah,Suhani Shah,https://www.youtube.com/c/SuhaniShah,938K views,6:11,https://www.youtube.com/watch?v=fbUPIKqpYto
घाट का नाम सुना है ? गिरगर्दन घाट..उसके पीछे कहानी है | Khatta Meetha | Johny Lever | Rajpal Yadav,Shemaroo Movie Clips,https://www.youtube.com/channel/UCMLyozwC9KP26FVSX98F74Q,4.5M views,22:38,https://www.youtube.com/watch?v=hudSQSEFgWA
பழங்களை கற்றுக் கொள்ளுங்கள் – ஆப்பிள் (Learn Fruits for Kids – Apple) ChuChu TV Tamil Surprise Eggs,ChuChuTV Tamil,https://www.youtube.com/c/ChuChuTVTamil,1.8M views,10:15,https://www.youtube.com/watch?v=gl1iCUs7i7w
Shri Swami Samarth 🙏 NISHANK HOI RE MANA ! Tarak Mantra by Anuradha Paudwal,Rohini Hamkar,https://www.youtube.com/c/RohiniHamkarMarathi,477K views,22:23,https://www.youtube.com/watch?v=VxJ1GxHpGBY
🌹🌼श्री स्वामी समर्थ🌺तारकमंत्र🌺 नि:शंक होई रे मना निर्भय होई रे मना🌷🌼 स्वामी मंत्र - अनुराधा पौडवाल,Khamang Corner,https://www.youtube.com/channel/UCxyr4-AG2diOyIUf73DOHVg,550K views,22:23,https://www.youtube.com/watch?v=1YtYJaywEBo
"Julai Back To Back Hilarious Comedy Scenes | Rajendra Prasad,M.S Narayana And Brahmanandam Comedy",Volga Video,https://www.youtube.com/c/VolgaVideo,21M views,37:57,https://www.youtube.com/watch?v=B4O_eHOWqoA
Rocky Bhai Yash South Released Blockbuster Full Hindi Dubbed Romantic Action Movie | South Movie,RDC South Dubbed,https://www.youtube.com/channel/UCOOiD1QMZG8fwH9oGdGIuUQ,26M views,2:19:06,https://www.youtube.com/watch?v=aWG5PX--pUg
MY INDIAN HUSBAND COOKS SOUTH INDIAN BREAKFAST TIFFIN & CHUTNEY STYLE || Ram and Pie,Ram and Pie,https://www.youtube.com/c/RamandPie,4.3M views,16:37,https://www.youtube.com/watch?v=2D3ZATdh87s
CarryMinati Plays A PLAGUE TALE REQUIEM PART 3 - NO PROMOTION,CarryisLive,https://www.youtube.com/c/CarryisLive,370K views,3:01:01,https://www.youtube.com/watch?v=AOAfvdlgeC0
"Haldiram: 0 to 20,000 Crores | Business Case Study",Aevy TV,https://www.youtube.com/c/AevyTV,1.2M views,9:03,https://www.youtube.com/watch?v=zZwYGlnpu6c
I’d do it all | BTS: Burn the Stage Ep1,BANGTANTV,https://www.youtube.com/channel/UCLkAepWjdylmXSltofFvsYQ,369M views,21:13,https://www.youtube.com/watch?v=j6zWwAoEi_w&pp=sAQB
Filmymoji || Middle Class Madhu || Diwali Family Pack || MCM,Filmymoji,https://www.youtube.com/c/FilmyMoji,2.1M views,16:56,https://www.youtube.com/watch?v=1V6Qb6mii60
Tech Layoffs & Hiring Freezes,NeetCode,https://www.youtube.com/c/NeetCode,196K views,5:57,https://www.youtube.com/watch?v=Hmf7a5u8nCk
Taarak Mehta Ka Ooltah Chashmah - Episode 624 - Full Episode,Sony SAB,https://www.youtube.com/c/sonysab,7.6M views,21:32,https://www.youtube.com/watch?v=SCeliffla_k
Taarak Mehta Ka Ooltah Chashmah - Episode 698,Sony SAB,https://www.youtube.com/c/sonysab,16M views,19:44,https://www.youtube.com/watch?v=mFQ-Eo2Kwnk
आरंभ है प्रचंड | Aarambh Hai Prachand | Full Song | Without Lyrics | Kanhayyy_👣✨️,kanhayyy_,https://www.youtube.com/channel/UCsLboDbikVFFuDyM0mTssLA,495K views,4:44,https://www.youtube.com/watch?v=5xiN1AGEVSQ
मेरे घर के आगे साईं नाथ तेरा मंदिर बन जाये || Paras Jain || Hindi Most Popular Sirdi Saibaba Bhajan,Sonotek Bhakti,https://www.youtube.com/c/SonotekBhakti,10M views,46:59,https://www.youtube.com/watch?v=5JpURnCBJEY
Rainbow - Mixing Makeup Eyeshadow Into Slime! Special Series 96 Satisfying Slime Video,Lena Slime,https://www.youtube.com/c/LenaSlime,92M views,14:33,https://www.youtube.com/watch?v=Kx6j7dglzbM
White House Diwali : US President Joe Biden के White House में कैसे मनाया गया रोशनी का त्योहार (BBC),BBC News Hindi,https://www.youtube.com/c/BBCHindi,686K views,4:38,https://www.youtube.com/watch?v=WRtsdR8Oryk
"₹25,000 Diwali Skyshot Stash🔥- अलग और नए तरीके के स्काई शॉट पटाखे | Little To Monster Size",Crazy XYZ,https://www.youtube.com/c/CrazyXYZ,5.6M views,10:16,https://www.youtube.com/watch?v=PetTm2JJ0uc
Vijay And Hansika Motwani Superhit South Blockbuster Hindi Dubbed Action Movie | Shehanshah,MOVIES HD,https://www.youtube.com/c/MoviesHDIrfan,19M views,2:10:16,https://www.youtube.com/watch?v=5NQs3dZIvnE
"Kho Gaye Hum Kahan -Full Video |Baar Baar Dekho | Sidharth Malhotra, Katrina K| Jasleen R, Prateek K",Zee Music Company,https://www.youtube.com/user/zeemusiccompany,49M views,4:15,https://www.youtube.com/watch?v=vt4jX0iRgCg
அய்யயோ எவனோ சொந்தக்காரன் சோத்துக்கு வந்துட்டான் டோய்..! | Ramarajan | Goundamani Senthil Comedy,All Time Hit Comedy,https://www.youtube.com/c/AllTimeHitComedy,13M views,23:50,https://www.youtube.com/watch?v=vvXzehW1lQE
"India's Ayodhya turns into sparkling utopia on Diwali eve, over 1.5 mn diyas lit on Saryu's banks",WION,https://www.youtube.com/c/WION,264K views,1:33,https://www.youtube.com/watch?v=xRHpGgX8ACw
Intezaar -The Struggle Of Middle Class Boy | SSC Aspirants Short Film | Careerwill App,Rakesh Yadav Readers Publication(RYP),https://www.youtube.com/c/RakeshYadavReadersPublication,439K views,25:50,https://www.youtube.com/watch?v=fzc24xzYnW4
"Jai Adhyashakti | Ambe Maa Aarti | Ratansinh Vaghela, Damyanti Barot | Gujarati Devotional Songs",RDC Gujarati,https://www.youtube.com/c/RDCGujarati,140M views,13:34,https://www.youtube.com/watch?v=BzUv298D3uk
Kaisi Teri Khudgharzi Episode 26 - 19th October 2022 (English Subtitles) ARY Digital Drama,ARY Digital HD,https://www.youtube.com/c/ARYDigitalasia,25M views,38:38,https://www.youtube.com/watch?v=oeREi7wy5GY
"जवान हो, और अन्याय देखकर खून नहीं खौलता? || आचार्य प्रशांत, आइ.आइ.टी दिल्ली महोत्सव (2022)",आचार्य प्रशान्त - Acharya Prashant,https://www.youtube.com/c/ShriPrashant,77K views,40:06,https://www.youtube.com/watch?v=t8GB5VplMwk
"Extra Jabardasth Latest Promo - 28th October 2022 - Rashmi Gautam,Kushboo,Bullet Bhaskar,Immaneul",mallemalatv,https://www.youtube.com/c/mallemalatv,2.3M views,3:26,https://www.youtube.com/watch?v=PPEDM20eGTk
High Court Steno Typing Speed Batch,NRK TYPING COLLEGE BIKANER RAJASTHAN,https://www.youtube.com/channel/UCET4TFyN_m2fs7E10uMM4PQ,1.8M views,10:54,https://www.youtube.com/watch?v=OzKSFwcKEFo
UK PM-designate Rishi Sunak gets a warm welcome at 10 Downing Street | Watch,Hindustan Times,https://www.youtube.com/c/htdotcom,1M views,1:38,https://www.youtube.com/watch?v=UVWtQ-ZLVfg
The Hidden Truth of Ramayana | Was Ravan Good? | Dhruv Rathee,Dhruv Rathee,https://www.youtube.com/c/dhruvrathee,4M views,17:08,https://www.youtube.com/watch?v=Hmhp1ZYPC5w
"Sarrainodu (4K ULTRA HD) Full Hindi Dubbed Movie | Allu Arjun, Rakul Preet Singh, Catherine Tresa",Goldmines,https://www.youtube.com/c/GoldminesTelefilms,109M views,2:05:40,https://www.youtube.com/watch?v=B6h-kQLQqec
"Piya Lagi Lagan Bas Tere Naam Ki | ❤️90s Jhankar❤️ | Daag 1999 | Anuradha Paudwal, Jaspinder N",Anmol Kulkarni,https://www.youtube.com/channel/UCD8zwlgpLx_UC4pQe9M224A,11M views,8:14,https://www.youtube.com/watch?v=yjglvjuaIAA
Ori Devuda Movie Prank | Vishwak Sen | Mithila Palkar | Asha Bhat | FunPataka,FunPataka,https://www.youtube.com/c/FunPataka,1.8M views,14:34,https://www.youtube.com/watch?v=YjvHlgM9EAg
हारा हूँ बाबा पर तुझपे भरोसा है || Kanhaiya Mittal ji || Agra Latest bhajan,Shree Shyam Studio Live,https://www.youtube.com/c/ShreeShyamStudioLive,10M views,15:45,https://www.youtube.com/watch?v=x_gRfkoFNBA
पूरी दुनिया दीवानी हो गई इस भोलेनाथ भजन के पीछे आप भी एकबार जरूर सुने -2022 New Superhit Shiv Bhajan,bhakti chetak,https://www.youtube.com/channel/UCBev-9z6uKrkSAvdMh4adBA,25M views,12:51,https://www.youtube.com/watch?v=3FDgbHtkWyQ
❤️ Ajmer Qawwali ❤️ Khwaja Garib Navaz Superhit Kavvali 2022 👑 New Dj.KGN Qawali 👑,Taj Gulshan Audio Video,https://www.youtube.com/channel/UCDVsUYQY-v4Ak9tJzfr3HhA,21 watching,,https://www.youtube.com/watch?v=gzLvjBAMncs
"#VIDEO | छठ घाटे चली | #Khesari Lal Yadav , #Antra Singh Priyanka | Bhojpuri Chhath Song 2022",Mamta Music Bhojpuri,https://www.youtube.com/channel/UCvQTbymUgcbEP9BfqubDHyQ,362K views,4:29,https://www.youtube.com/watch?v=4TwUnE4zMe8
Next.js 13… this changes everything,Fireship,https://www.youtube.com/c/Fireship,333K views,6:16,https://www.youtube.com/watch?v=_w0Ikk4JY7U
Devi Neha Saraswat - Radha Rani Meri Hai | Radha Ashtami Song | Radha Krishna Bhajan #newbhajan2022,Supertone Digital,https://www.youtube.com/c/SupertoneDigitalOfficial,1.4M views,5:20,https://www.youtube.com/watch?v=yyl1GredDLY
Gravitas: The events that led to Liz Truss' ouster,WION,https://www.youtube.com/c/WION,319K views,7:23,https://www.youtube.com/watch?v=XPu1KPXXVKQ
Bapuji ने क्यों कर दी Jetha की कुटाई? | Taarak Mehta Ka Ooltah Chashmah | Comedy Express,LIV Comedy,https://www.youtube.com/c/LIVComedy,1.6M views,19:47,https://www.youtube.com/watch?v=Wo-BgB9q4-U
सौ सौ गानो पे भारी है ये भजन || New Ram Bhajan 2022 | @Shri Ram Bhakti,Shri RamBhakti,https://www.youtube.com/channel/UCWRFhOlANYfMb83zFufhMXA,3M views,7:27,https://www.youtube.com/watch?v=vVJR8BtUKw0
சிட்டியின் ஆட்டோ  வந்தது  பாரு | Tamil Rhymes for Children | Infobells,infobells - Tamil,https://www.youtube.com/c/infobellstamil,17M views,15:01,https://www.youtube.com/watch?v=3WBdWsLdV5c
அம்மா அம்மா கண்டுபிடி and much more | Tamil Rhymes for Children | Infobells,infobells - Tamil,https://www.youtube.com/c/infobellstamil,7.9M views,17:56,https://www.youtube.com/watch?v=snVkBd4HeHw
Fortuner ko yeh SUV tension de sakti thi - Par Fail!,MotorOctane,https://www.youtube.com/c/motoroctane,1.8M views,12:47,https://www.youtube.com/watch?v=V-csQxe_BhM
Five Little Monkeys Jumping on the Bed + More Nursery Rhymes & Kids Songs - CoComelon,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,234M views,37:00,https://www.youtube.com/watch?v=RX_GCvz48O0
"Rishi Sunak बनेंगे Britain के नए PM, लेकिन वो यहां तक पहुंचे कैसे, उनकी कहानी क्या है? REPOST (BBC)",BBC News Hindi,https://www.youtube.com/c/BBCHindi,1.6M views,7:20,https://www.youtube.com/watch?v=4mWdzoTcQqM
Surprising Family With New Thar 😍,Sourav Joshi Vlogs,https://www.youtube.com/channel/UCjvgGbPPn-FgYeguc5nxG4A,7.9M views,9:12,https://www.youtube.com/watch?v=73FLXLE0Rc4
சுட்டி கண்ணம்மா தமிழ் குழந்தை பாடல்கள்  -  Chutty Kannamma Pappa Padalgal Tamil Rhymes Collection,Chutty Kannamma,https://www.youtube.com/c/ChuttyKannamma,4M views,9:03,https://www.youtube.com/watch?v=4hfuqOSN-Ho
Mera Junior - Amit Bhadana,Amit Bhadana,https://www.youtube.com/c/AmitBhadana,4.6M views,1:02:03,https://www.youtube.com/watch?v=YTRC7Ym7z1w
"5000 हज़ार वर्ष बाद कैसा है भगवान श्री कृष्ण का घर, यशोदा मैया की रसोई ll Braj Darpan ll",Braj Darpan,https://www.youtube.com/c/BrajDarpan2021,54M views,22:24,https://www.youtube.com/watch?v=LobBNP_Y9mI
Ninja H2 Cancel😥Harley Ki Ye Super Sports Bike Pasand Aagyi🥵,Ninja UG Vlogs,https://www.youtube.com/channel/UCWPQ0V_huAVkJBPx42iyQww,590K views,14:48,https://www.youtube.com/watch?v=toVm43Oot3E
